OBJECTID,access,bridge,from_,highway,key,lanes,length,maxspeed,name,oneway,osmid,ref,to,tunnel,Shape_Length,from_lat,from_lng,to_lng,to_lat,from_lat_mars,from_lng_mars,to_lat_mars,to_lng_mars
22, , ,4226475380,primary_link,0,3,348.8493261674008, ,隧道出口,True,"[221851810, 422925782]", ,313736097,yes,349.22076717601647,31.5679084,120.322841,120.3197217,31.566251399999995,31.56604845058462,120.32747269946543,31.56438542215465,120.3243484577109
23, , ,606942573,primary,0, ,414.88936652481385, ,兴源路,False,47701615, ,313736102, ,414.4377384445036,31.5635962,120.325494,120.3231864,31.566767300000002,31.561741010086763,120.330129454812,31.564907930304614,120.32781853609069
24, , ,313736102,primary,0,2,253.21107709769126, ,兴源路,True,221498422, ,740424968, ,252.9462639301408,31.5667673,120.3231864,120.3217662,31.568690000000004,31.56490793030461,120.32781853609069,31.566828059501827,120.32639630570918
25, , ,4198817900,primary,0,2,2102.4182547168707, ,兴源路,True,419888327, ,313736102, ,2100.3410378252565,31.5825974,120.3111614,120.3231864,31.566767300000002,31.58071656528009,120.31577693031109,31.564907930304614,120.32781853609069
26, , ,313736149,primary,0, ,13.927063478270895, ,兴源路,True,147866731, ,2073509914, ,13.958925615514294,31.5867098,120.3031459,120.3030015,31.586733399999996,31.58481518175386,120.3077510236489,31.584838540844526,120.30760644407117
27, , ,2429836056,primary,0,2,733.1935012978778, ,兴源路,True,"[64226713, 221498422]", ,313736149, ,734.1172638471016,31.5836098,120.3098569,120.3031459,31.5867098,31.58172667393472,120.31447068334226,31.58481518175386,120.3077510236489
28, , ,2457708539,primary,0, ,109.84425733582634, ,县前东街,False,64226712, ,313736389, ,109.96955529463423,31.5823515,120.2985465,120.2995291,31.5828291,31.580449167015622,120.30314570989007,31.58092835849761,120.30412948966216
29, , ,313736389,secondary,0,3,238.7146684500895,40,解放南路,True,47687414, ,606791949, ,239.08968398950887,31.5828291,120.2995291,120.3018106,31.5819184,31.58092835849761,120.30412948966216,31.58002132923203,120.30641364899594
30, , ,606940788,primary,0, ,183.80973159541855, ,县前东街,False,147964597, ,313736389, ,183.79163041179316,31.5840211,120.3008649,120.2995291,31.5828291,31.582122580262737,120.30546697998776,31.58092835849761,120.30412948966216
31, , ,2305257984,secondary,0,2,144.90916256424566,40,解放东路,False,64226766, ,313736389, ,145.0739278452627,31.5834602,120.298227,120.2995291,31.5828291,31.581557416819525,120.30282594081196,31.58092835849761,120.30412948966216
32, , ,4198794692,secondary,0,3,241.85631858414607,40,解放南路,True,419888356, ,313736389, ,242.26237952598342,31.5819815,120.3018707,120.2995291,31.5828291,31.58008453174148,120.30647382829204,31.58092835849761,120.30412948966216
33, , ,506565871,secondary,0,3,73.12970944582241,40,解放南路,True,47687414, ,2305949751, ,73.03080276429719,31.5804032,120.30375990000002,120.3041208,31.5798227,31.57850930657346,120.30836525647521,31.57792938628423,120.30872656729686
34, , ,2302255934,secondary,0,2,91.43558669807621,40,人民中路,False,64226458, ,506565871, ,91.58237675549204,31.5800612,120.3028821,120.30375990000002,31.5804032,31.578165813549006,120.30748631804504,31.57850930657346,120.30836525647521
35, , ,2569177584,secondary,0, ,130.41698684461358, ,人民东路,False,147964620, ,506565871, ,130.64179339906735,31.5808549,120.3050303,120.30375990000002,31.5804032,31.578963189467313,120.30963733082093,31.57850930657346,120.30836525647521
36, , ,606791949,secondary,0,3,251.55857003035985,40,解放南路,True,47687414, ,506565871, ,251.61610263662888,31.5819184,120.3018106,120.30375990000002,31.5804032,31.58002132923203,120.30641364899594,31.57850930657346,120.30836525647521
37, , ,1913213695,secondary,0,2,194.49508328144069,40,人民中路,False,64226458, ,506565876, ,194.97066132484088,31.576985200000006,120.2913835,120.2893326,31.5770613,31.575071816966823,120.29597476010798,31.575145074019403,120.29392200837857
38, ,yes,1913213697,secondary,0,2,79.77197991580891,40,"['人民桥', '人民中路']",False,"[64226458, 180867669]", ,506565876, ,79.96794187831851,31.5770483,120.2884908,120.2893326,31.5770613,31.57513093710675,120.29307948395925,31.575145074019403,120.29392200837857
39, , ,506565876,secondary,0,3,168.61680005517567,40, 解放西路,True,221059606, ,2857718715, ,168.22723601543532,31.5770613,120.2893326,120.2890978,31.575562599999998,31.575145074019403,120.29392200837857,31.573645968894088,120.29368687515249
40, , ,2302270783,secondary,0,3,194.7747682530041,40, 解放西路,True,221059606, ,506565876, ,194.31672684228718,31.5788001,120.2895685,120.2893326,31.5770613,31.576884292571112,120.29415826507947,31.575145074019403,120.29392200837857
41, , ,544367022,primary,0, ,509.1200022300129, ,太湖大道隧道,True,221851809, ,2364344140,yes,509.0364405789237,31.5547083,120.3018459,120.2981852,31.551356800000004,31.552809456977545,120.30644664421307,31.549451755572736,120.30278132456934
42, , ,2364333227,primary_link,0, ,201.44520239239918, ,隧道入口,False,422925784, ,544367022,yes,201.457718508588,31.5559732,120.3033625,120.3018459,31.554708299999998,31.5540769899581,120.30796524352347,31.552809456977542,120.30644664421307
43, , ,4226475380,primary,0, ,2477.7343671835583, ,太湖大道隧道,True,221851809, ,544367022,yes,2479.512865400905,31.5679084,120.322841,120.3018459,31.554708299999998,31.56604845058462,120.32747269946543,31.552809456977542,120.30644664421307
44, , ,2302257657,secondary,0, ,186.03970783376118, ,中山路,False,43316199, ,544367024, ,185.9714920195389,31.5742368,120.2966261,120.2979018,31.572964799999998,31.572331015949914,120.30122245892288,31.571060924436193,120.30249946684502
45, , ,2302262892,secondary,0,2,183.79315761356185, ,学前街,False,47701350, ,544367024, ,184.00886863786712,31.5721184,120.2962354,120.2979018,31.572964799999998,31.570211885105422,120.30083115103703,31.571060924436193,120.30249946684502
46, , ,3127333965,secondary,0, ,86.48237486877605, ,中山路,False,43316199, ,544367024, ,86.43934441268837,31.5723601,120.2984759,120.2979018,31.572964799999998,31.570457092378263,120.30307416699995,31.571060924436193,120.30249946684502
47, , ,2302257651,secondary,0,3,102.8842258426398, ,学前东路,True,147964625, ,544367024, ,103.03126858307364,31.573388399999995,120.2988673,120.2979018,31.572964799999998,31.571486077213432,120.30346610543958,31.571060924436193,120.30249946684502
48, , ,544367025,secondary,0, ,40.58731216505279, ,中山路,True,419888295, ,4198794507, ,40.56626921420716,31.5680527,120.3028344,120.3025663,31.5683374,31.566156509626822,120.30743752160299,31.566440781427556,120.30716911136334
49, , ,544367025,secondary,0,3,9.098955726726034,40,解放南路,True,221059607, ,4198794775, ,9.097088740892296,31.5680527,120.3028344,120.3027691,31.567992699999998,31.566156509626822,120.30743752160299,31.56609639647884,120.30737213472203
50, , ,1599270980,secondary,0,3,86.32073806708624,40,解放南路,True,221059607, ,544367025, ,86.14190906918716,31.5687993,120.3030794,120.3028344,31.5680527,31.566903569745087,120.30768289346447,31.566156509626822,120.30743752160299
51, ,yes,2301327842,secondary,0,2,151.85346308718098, ,"['南长街', '中山路']",True,"[146661801, 64226884, 146661798]", ,544367025, ,151.6180743946453,31.5668169,120.3035144,120.3028344,31.5680527,31.56492176595295,120.30811827156361,31.566156509626822,120.30743752160299
52, , ,544367031,secondary,0,3,16.18809190729156,40,解放南路,True,221059607, ,4198794416, ,16.152817903938328,31.5743128,120.3042033,120.30416509999998,31.5741709,31.57241931389203,120.30880869724375,31.572277340582293,120.30877043599641
53, , ,544367031,secondary,0,3,55.114740358736746, ,学前东路,True,147964625, ,2708471016, ,55.23362239597373,31.5743128,120.3042033,120.303639,31.574192200000002,31.57241931389203,120.30880869724375,31.572297752296944,120.30824366637611
