OBJECTID,access,bridge,from_,highway,key,lanes,length,maxspeed,name,oneway,osmid,ref,to,tunnel,Shape_Length
515, , ,1683052387,secondary,0,3,426.56517060166203, ,兴昌路,True,70659289, ,2367101549, ,426.574364736079590
516, , ,1683052391,secondary,0,2,33.278897699092845, ,广瑞路,True,41419909, ,2367097329, ,33.293892230997201
517, , ,2367101554,secondary,0,2,154.33253985378556, ,广瑞路,True,41419909, ,1683052391, ,154.078817518687120
518, , ,2315620002,unclassified,0, ,266.52088041388475, ,风雷路,False,222610034, ,1683052414, ,267.153701855658600
519, , ,2315620002,tertiary,0, ,166.93579838726853, ,振奋路,False,312691572, ,1683052422, ,166.586626553852430
520, , ,2315620000,secondary,0,2,301.0586410202202, ,学前东路,True,222610826, ,1683052422, ,301.715913074858120
521, , ,3030268433,secondary,0,3,729.9618318875306, ,兴昌路,True,70659289, ,1683052423, ,729.021727508769230
522, , ,2315620002,tertiary,0, ,231.92848050724444, ,振奋路,False,312691572, ,1683052425, ,231.430297642118180
523, , ,1683052430,tertiary,0, ,413.77470580740527, ,振奋路,False,312691572, ,1683052425, ,412.879264645186140
524, , ,3025517787,tertiary,0, ,133.35765694970132, ,振奋路,False,312691572, ,1683052430, ,133.056748102200030
525, , ,1683052432,secondary,0,2,447.52763715328274, ,人民东路,True,157033092, ,4198817248, ,447.782331081592020
526, , ,3185639423,secondary,0,2,13.815307302160376, ,人民东路,True,157033092, ,1683052432, ,13.842623779956400
527, , ,1684397060,primary,0,3,12.651014606269724, ,太湖大道,True,147866765, ,4198794409, ,12.661135052411254
528, , ,1684397060,secondary,0,2,66.84111676044012, ,塘南路,True,308699118, ,4226475520, ,66.695021573882897
529, , ,1684397104,secondary,0,2,22.870180067481293, ,塘南路,True,308699118, ,1684397060, ,22.827648790276541
530, , ,4226475516,primary,0,3,63.1162139765005, ,太湖大道,True,147866765, ,1684397060, ,63.169603329245724
531, , ,1684397092,secondary,0,2,61.763336070565096, ,塘南路,True,156153638, ,2429836540, ,61.676255764928840
532, , ,1684397104,primary,0,3,25.56743556158212, ,太湖大道,True,422925790, ,4226475526, ,25.588164424365971
533, , ,4198794732,primary,0,3,12.396255615848576, ,太湖大道,True,422925790, ,1684397104, ,12.408269804667247
534, , ,4226475522,secondary,0,2,118.11616204190919, ,塘南路,True,308699118, ,1684397104, ,117.915715499965940
535, , ,2308291108,unclassified,0, ,343.27183982715394, ,永和路,False,156159631, ,1684446207, ,343.345636819670740
536, , ,1684446300,unclassified,0, ,247.29253251562872, ,永和路,False,156159631, ,1684446207, ,247.363653479142390
537, , ,4198794847,secondary,0, ,49.22198454326778, ,清名路,False,419888320, ,1684446220, ,49.224263249545693
538, ,yes,1684446293,secondary,0,2,752.7686994797244, ,清宁桥,True,"[156159634, 156159635]", ,1684446220, ,752.859267986515530
539, , ,2364335705,secondary,0, ,207.4356366211556, ,青年路,False,221228602, ,1684446237, ,207.399941445918440
540, , ,1684446298,secondary,0, ,164.73373876428536, ,青年路,False,221228602, ,1684446237, ,164.699698986076500
541, , ,1684446252,primary_link,0, ,408.97152023612557, ,隧道入口,True,"[227774673, 227774675]", ,2364344122,yes,408.571223871435170
542, , ,1684446326,primary,0, ,166.53696236613206, ,运河东路,False,220992202, ,1684446252, ,166.497972042279170
543, , ,1684446330,primary,0, ,191.87336271967516, ,运河东路,False,220992202, ,1684446254, ,191.800076760105160
544, , ,1684446290,secondary,0, ,166.5222414742564, ,清扬路,False,43316200, ,1684446256, ,166.489580918713670
545, , ,2364333229,secondary,0, ,265.25078647937977, ,清扬路,False,43316200, ,1684446256, ,265.185714366699530
546, , ,4198794664,tertiary,0, ,6.034190459764807, ,辅仁路,False,233065638, ,1684446261, ,6.028690472471103
547, , ,1684446266,residential,0, ,215.7238861113091, ,锦明路,False,156159638, ,1684446261, ,215.675428584294910
548, , ,1684446261,secondary,0,2,64.1736837249168, ,清名路,True,229957432, ,1684446308, ,64.168067101612635
549, , ,1684446324,secondary,0,2,416.85790098279057, ,清名路,True,229957432, ,1684446261, ,416.920728636374120
550, , ,2460022250,secondary,0, ,59.30813315234198, ,清扬路,False,47688457, ,1684446272, ,59.246352570193110
551, , ,2460022614,secondary,0, ,79.87427430265242, ,清扬路,False,43316200, ,1684446272, ,79.793920493078332
552, , ,2460022613,secondary,0, ,94.78949909091821, ,永乐西路,False,221185809, ,1684446272, ,94.648665129940923
553, , ,2460022247,secondary,0,3,63.39113988538919, ,永乐路,True,43316198, ,1684446272, ,63.360504519479797
554, , ,2305271865,secondary,0, ,42.404906268348576, ,永乐西路,False,221185809, ,1684446273, ,42.453795988872891
555, , ,1684446288,secondary,0, ,61.09166974501759, ,永乐西路,False,221185809, ,1684446273, ,61.197187667385123
556, , ,4198794395,secondary,0,3,9.086069786990867,40,解放南路,True,221059607, ,1684446282, ,9.106120496317940
557, , ,1684446375,secondary,0, ,83.52678067999237, ,永乐西路,False,221185809, ,1684446288, ,83.692855096591018
558, , ,2857750439,secondary,0, ,33.69606081552856, ,清扬路,False,43316200, ,1684446290, ,33.690218438417475
559, , ,2313826378,secondary_link,0, ,84.34194369029493, ,清宁桥北匝道,False,238146462, ,1684446293, ,84.296769249659647
560, , ,2313826386,secondary_link,0, ,76.47348115192801, ,清宁桥南匝道,False,222413738, ,1684446293, ,76.447794119304760
561, , ,2384973009,secondary,0, ,211.87904826897793, ,青年路,False,221228602, ,1684446298, ,211.561361401767040
562, , ,2863434095,secondary,0, ,51.81892092621416, ,清扬路,False,43316200, ,1684446300, ,51.763354657708668
563, , ,2364333231,secondary,0, ,146.82785866336073, ,清扬路,False,43316200, ,1684446300, ,146.825742723359810
564, , ,4198794548,secondary,0, ,36.1009378639512, ,清名路,False,419888334, ,1684446308, ,36.111032052267674
565, , ,2308277548,secondary,0, ,177.29631027672102, ,清扬路,False,43316200, ,1684446324, ,177.269432300122930
566, , ,2857750439,secondary,0, ,179.34584626993913, ,清扬路,False,43316200, ,1684446324, ,179.303760421867620
567, , ,1772577568,secondary,0,3,338.63034102646577, ,清名东路,True,419888321, ,1684446324, ,338.646419936589550
568, , ,2384973012,primary,0, ,187.94698155884072, ,运河东路,False,220992202, ,1684446326, ,187.906884046365750
569, , ,2864456738,tertiary,0, ,420.49626097609996, ,永丰路,False,146661794, ,1684446343, ,420.944726119271710
570, , ,2301327837,tertiary,0, ,290.4453119413237, ,永丰路,False,146661794, ,1684446343, ,290.767257691124310
571, , ,2301327829,secondary,0,2,265.960265418197, ,通扬北路,True,225790150, ,1684446343, ,265.444129504500320
572, ,yes,2301368820,secondary,0, ,423.11713656239436, ,"['盛新大桥', '永乐西路']",False,"[221185809, 156159626]", ,1684446375, ,423.975005757521960
573, , ,1692646996,secondary,0,2,354.0137385124105, ,人民东路,True,157033092, ,3185639423, ,354.844104452007910
574, , ,2410521330,secondary,0,2,343.75681430427613, ,人民东路,True,157033092, ,1692646996, ,344.590481074307490
575, , ,1692647203,primary,0, ,885.0863838483324, ,锡沪路,True,187546014, ,2524248099, ,887.218960294743970
576, , ,3052996625,secondary,0, ,200.07970584380067, ,青石路,False,197060756, ,1694826362, ,200.343291437655750
577, , ,2300046697,secondary,0,2,111.55656568595401, ,北大街,False,220936649, ,1694826362, ,111.514309368100800
578, , ,1694826362,primary,0,2,108.23838374821673, ,春申路,True,147866737, ,3052999738, ,108.226450680547290
579, , ,3053017963,primary,0,2,116.76583458758603, ,春申路,True,147866737, ,1694826362, ,116.709544643028680
580, ,yes,2300982514,secondary,0,4,935.6943701298743, ,"['吴桥', '通惠西路']",False,"[221036465, 221921362, 221043220]", ,1694843925, ,935.764325784321500
581, , ,2308995253,secondary,0, ,121.19258105705511, ,吴桥,False,221921362, ,1694843925, ,121.224055867022230
582, , ,2308995255,secondary,0, ,83.07597712941639, ,青石路,False,197060756, ,1694843925, ,83.093022732770947
583, , ,3326582048,secondary,0, ,23.09917774023265, ,青石路,False,197060756, ,1694843925, ,23.082907743520469
584, , ,3052996603,secondary,0, ,159.892133594707, ,青石路,False,197060756, ,1694843931, ,160.028074545245600
585, , ,3052996625,secondary,0, ,119.80670984046169, ,青石路,False,197060756, ,1694843931, ,119.962960136559060
586, , ,2308996050,residential,0, ,122.95227047723735, ,小三里桥街,False,221921593, ,1694843931, ,122.877565222347510
587, , ,2308995458,secondary,0, ,34.33907885059302, ,青石路,False,197060756, ,1694843937, ,34.343194891748297
588, , ,2308995463,secondary,0, ,201.64866820413377, ,青石路,False,197060756, ,1694843937, ,201.654479509884600
589, , ,2308995701,residential,0, ,112.36450207137511, ,民主街,False,301188207, ,1694843937, ,112.315257188637360
590, ,yes,1694843942,trunk,0,3,1717.3051371949668, ,快速内环,True,164615597, ,1762308034, ,1717.181385808744200
591, ,yes,1762308207,trunk,0,3,1415.1287543057165, ,快速内环,True,164615597, ,1694843942, ,1414.427546222100500
592, , ,1694843944,secondary,0, ,341.1887931253946, ,青石西路,True,326041709, ,3326582048, ,341.056689732224020
593, ,yes,3326594446,secondary,0, ,114.33791897614834, ,青石西路,True,"[326041713, 326041709, 326041711]", ,1694843944, ,114.346881281400460
594, , ,1694843951,primary,0,3,482.4961072637099, ,盛岸路,True,221044897, ,2301004250, ,482.981095281860290
595, ,viaduct,2300975286,primary,0,"['3', '2']",804.6740261397379, ,盛岸路,True,"[221044897, 221042051]", ,1694843951, ,805.702882140710470
596, , ,2301024327,tertiary,0, ,169.2336118217178, ,北塘大街,False,48051052, ,1694843952, ,169.304357913546170
597, ,yes,2523798085,tertiary,0, ,139.29179954152463, ,霞美路,False,"[221921514, 280673358, 280673359]", ,1694843952, ,139.323386510392170
598, , ,2308995703,tertiary,0, ,509.6517918941976, ,北塘大街,False,48051052, ,1694843952, ,510.089839129168350
599, , ,2869985704,secondary,0, ,970.5819455430758, ,"['通惠西路', '惠钱路']",False,"[221036465, 195010165]", ,1694843953, ,970.551277590545740
600, , ,2869985705,secondary,0,2; 4,468.19984788269926,40,古华山路,False,235251058, ,1694843953, ,468.639044130930470
601, , ,2927024643,secondary,0,2; 4,83.36952682343447,40,古华山路,False,235251058, ,1694843953, ,83.379541913078967
602, , ,2927024647,secondary,0, ,65.80210316731804, ,通惠西路,False,221036465, ,1694843953, ,65.803480123040288
610, ,yes,1750438215,trunk,0,3,800.4357952828722, ,快速内环,True,"[164617369, 164617370, 164617372, 164751677]", ,1762323971, ,801.114759820506260
611, , ,1750438215,trunk_link,0,1,229.11180265643168, ,太湖大道出口,True,164617362,太湖大道出口,5168545326, ,229.042206273527880
612, , ,1763558050,trunk,0,3,161.57140367918282, ,快速内环,True,164751677, ,1750438215, ,161.419282723541220
613, , ,4226475500,primary,0,3,995.6174944492027, ,"['太湖大道', '太湖大道隧道']",True,"[147857769, 227773254]", ,1750438227,yes,996.067386733169660
614, , ,1750438347,trunk,0,3,550.5881738806468, ,快速内环,True,164617366, ,1763558039, ,550.529880980138270
615, ,yes,1982083146,trunk,0,3,363.5711807242201, ,快速内环,True,"[164617371, 164617366, 187546239]", ,1750438347, ,364.009035691839360
616, , ,1750438397,trunk,0,3,127.94908550197876, ,快速内环,True,187546239, ,1982083195, ,128.102111529544770
617, ,yes,1982083513,trunk,0,3,587.1007072166824, ,快速内环,True,"[163326072, 187546233, 163384630, 187546239]", ,1750438397, ,587.415216870892440
618, , ,1750438407,primary,0,1,651.3046244266302, ,江海东路,True,"[163326081, 163326061]", ,2513703454, ,651.408309551419050
619, , ,1982083268,primary,0,1,71.4722979750664, ,江海东路,True,163326081, ,1750438407, ,71.558940962416727
620, ,yes,1750438453,trunk,0,3,1625.676206663903, ,快速内环,True,163326078, ,2367105436, ,1622.287903915023900
621, ,yes,1982083222,trunk,0,3,720.2630503779441, ,快速内环,True,"[187546236, 187546235, 164617372, 163326078]", ,1750438453, ,720.651743136434330
622, , ,1750438483,primary,0,1,117.31615049240907, ,江海东路,True,245972421, ,1982083670, ,117.035504401915250
623, , ,1982083492,primary,0,1,464.4505363144566, ,江海东路,True,245972421, ,1750438483, ,463.536184702220790
624, ,yes,1750438517,trunk,0,3,1811.8126752566284, ,快速内环,True,163384630, ,1982083513, ,1808.109230129400200
625, ,yes,1750438572,trunk,0,3,1176.8995051815095, ,快速内环,True,163384630, ,1750438517, ,1175.345888653655700
626, ,yes,1750438571,trunk,0,3,1062.5146909190819, ,快速内环,True,163326078, ,1750915942, ,1064.778428526641200
627, ,yes,2367105440,trunk,0,3,1118.818630529003, ,快速内环,True,163326078, ,1750438571, ,1117.312401689876700
628, ,yes,1750915940,trunk,0,3,629.2549349284277, ,快速内环,True,163384630, ,1750438572, ,630.522287453422110
638, , ,2367109672,primary,0,2,647.5142945322743, ,江海东路,True,"[163327360, 163327356]", ,1750441777, ,646.349406375676720
648, ,yes,1750910157,trunk,0,3,1099.6956362057153, ,快速内环,True,163384630, ,1750915937, ,1102.151435598526900
649, ,yes,1750910227,trunk,0,3,681.931017698891, ,快速内环,True,"[163384632, 163384630]", ,1750910157, ,681.891776090698730
650, ,yes,1750910160,trunk,0,3,628.5779089414137, ,快速内环,True,"[163384633, 163326078]", ,1750910226, ,628.438509549279960
651, ,yes,1750915942,trunk,0,3,1165.0622660139286, ,快速内环,True,163326078, ,1750910160, ,1167.700554279367000
652, , ,1750910179,secondary,0, ,47.22873156393488, ,凤宾路,False,234288109, ,1750910176, ,47.154817860355344
653, , ,1750910176,primary,0,2,106.79711231642557, ,江海西路,True,163384636, ,2933909667, ,106.664894675954600
654, , ,3415383943,secondary,0, ,99.40111493990545, ,凤宾路,False,234288109, ,1750910176, ,99.258982678880116
655, , ,1750920514,primary,0,2,539.5744979926037, ,江海西路,True,163384636, ,1750910176, ,540.064027338950500
657, , ,1750910179,primary,0,2,77.51271902370785, ,江海西路,True,242682626, ,1750910192, ,77.449273544591890
658, , ,2933916722,primary,0,2,727.896358448067, ,江海西路,True,242682626, ,1750910179, ,728.490649418710630
659, , ,1750910192,primary,0,2,407.94496675487255, ,江海西路,True,242682626, ,1750920527, ,408.401805855207610
660, ,yes,1750910226,trunk,0,3,1271.571822747124, ,快速内环,True,"[163384633, 163384635, 163384631, 163390223]", ,1750910258, ,1274.265496518434900
661, , ,1750920523,trunk,0,3,209.55605722786547, ,快速内环,True,163384632, ,1750910227, ,209.977425126062340
662, , ,1750910248,primary,0,2,280.13002700735956, ,江海西路,True,163384636, ,1750927240, ,280.798751271285200
663, ,yes,1750910248,trunk,0,3,980.54810449467, ,快速内环,True,"[163384632, 163384634, 163326076]", ,1750920523, ,982.665186572342460
666, , ,2913947814,primary,0,2,94.96821632247871, ,江海西路,True,163390224, ,1750910258, ,95.153836279245013
667, ,yes,1750915920,trunk,0,3,764.8800951664964, ,通江大道,True,"[197060680, 197060648]", ,2455132487, ,763.670045649015720
668, ,yes,2073511045,trunk,0,3,266.8550545465028, ,通江大道,True,197060680, ,1750915920, ,266.324485306117250
669, ,yes,1750915937,trunk,0,3,474.02573174239, ,快速内环,True,163384630, ,1750915940, ,475.184495043942380
670, , ,3045195162,primary,0,2,190.26353935651824, ,江海西路,True,163384636, ,1750920514, ,190.678489934017280
671, , ,1750920527,primary,0,2,237.97523357357989, ,江海西路,True,242682626, ,1750920561, ,238.407411154958540
672, , ,1750920558,primary,0,2,233.53450553789025, ,江海西路,True,163384636, ,3045195162, ,234.018883887757030
673, , ,1762308285,primary,0,2,246.30904943151705, ,江海西路,True,163384636, ,1750920558, ,246.775073317122600
674, , ,1750920561,primary,0,2,113.7585756438759, ,江海西路,True,242682626, ,1750920571, ,114.007459289596130
675, ,yes,1750920571,primary,0,"['3', '2']",317.94645684420254, ,江海西路,True,"[163390224, 242682626, 163390231]", ,1750927242, ,318.638327176799290
676, , ,1762308286,secondary,0, ,39.09380561727296, ,凤翔北路,True,164615580, ,1750927215, ,39.012869399072045
677, , ,1750927240,primary,0,2,44.27997540422457, ,江海西路,True,163384636, ,1762308286, ,44.376013269556701
678, , ,1750927242,primary,0,2,58.245743414328224, ,江海西路,True,163390224, ,1762308292, ,58.368772869045522
679, , ,1750927271,primary,0,2,206.69470527541216, ,江海西路,True,163390224, ,2913947814, ,207.186079045184040
680, , ,1762308297,primary,0,2,44.64219117341556, ,江海西路,True,163390224, ,1750927271, ,44.738886246466414
681, , ,1750927313,secondary,0, ,42.430131529549335, ,凤翔北路,True,164615580, ,1762308297, ,42.354413260655264
682, , ,2913947812,secondary,0, ,442.82352426693984, ,凤翔北路,True,164615580, ,1750927313, ,442.594640476726970
683, , ,1750927316,secondary,0, ,388.98129438169315, ,凤翔北路,True,164615581, ,2913949227, ,388.755788758580250
684, , ,1762308292,secondary,0, ,59.73291049841126, ,凤翔北路,True,164615581, ,1750927316, ,59.630113357007616
685, ,yes,1762307915,trunk,0,5,189.17480732021983, ,青祁桥,True,164615641, ,1762307921, ,188.721271095604950
686, ,yes,1766386572,trunk,0,3,2450.039385103744, ,"['快速内环', '青祁隧道']",True,"[165051695, 165341360, 165341334, 165341336, 165341337]", ,1762307915,yes,2444.165675848272300
687, , ,2056664164,trunk,0,"['3', '2']",536.3120075261095, ,青祁路,True,"[165341356, 165341359]", ,1762307915, ,535.025749161342560
688, , ,1762307916,trunk,0,2,237.5998303323003, ,青祁路,True,147964644, ,2426200453, ,237.033316260573970
689, ,yes,1762307916,trunk,0,3,2062.8803609883744, ,"['快速内环', '青祁隧道']",True,"[165341361, 165051702, 165341335, 165341338, 165341339]", ,1766386612,yes,2057.926873137135800
690, ,yes,1762307922,trunk,0,5,189.35942706812534, ,青祁桥,True,164615639, ,1762307916, ,188.906272326846700
691, ,viaduct,1762307921,trunk,0,3,1434.4477539145932, ,快速内环,True,"[164615592, 164615598]", ,1762307981, ,1431.453529448888700
692, , ,1762307921,secondary,0, ,421.24611222200446, ,青祁路,True,232607787, ,2530357644, ,420.259903953603270
693, ,viaduct,1762307982,trunk,0,3,1470.8311999206896, ,快速内环,True,"[164615588, 164615599]", ,1762307922, ,1467.759059638219200
694, , ,2530357640,secondary,0, ,413.4252905283535, ,青祁路,True,64231369, ,1762307922, ,412.443824265376520
695, ,viaduct,1762307981,trunk,0,3,1967.7437821666997, ,"['惠山隧道', '快速内环']",True,"[164615592, 164615593, 164615604, 164615590]", ,1762308025,yes,1964.182649866413400
696, ,yes,1762308034,trunk,0,3,1967.1153700347884, ,"['惠山隧道', '快速内环']",True,"[47702162, 164615595, 47702108, 164615603]", ,1762307982,yes,1963.592850994671200
697, ,yes,1762308025,trunk,0,3,141.6446892545012, ,快速内环,True,"[164615593, 164615596]", ,1762308060, ,141.482755017458830
698, ,yes,1762308060,trunk,0,3,1585.5505095313817, ,快速内环,True,164615596, ,1762308150, ,1585.481208738276800
699, , ,1762308149,primary,0,2,17.581775461175567, ,运河西路,True,244132061, ,2468510453, ,17.591308051478578
700, ,yes,1762308150,trunk,0,3,1352.9359312906365, ,快速内环,True,164615596, ,1762308203, ,1352.369554109545600
701, , ,1762308161,secondary,0, ,104.2103396235903, ,凤翔路,True,164615582, ,2405125049, ,104.245363736217970
702, , ,2877226456,secondary,0, ,263.507459946443, ,凤翔路,True,164615582, ,1762308161, ,263.579292372163540
703, , ,1762308163,secondary,0, ,262.81726892325986, ,凤翔路,True,323570335, ,3326585864, ,262.836460693531080
704, , ,1762308163,secondary,1, ,258.95204306278777, ,凤翔路,True,326041063, ,3326585864, ,258.970536320435940
706, , ,2405125028,secondary,0, ,101.84749080094744, ,凤翔路,True,323570335, ,1762308163, ,101.884507011897810
707, ,yes,1762308203,trunk,0,4,287.1000835022156, ,快速内环,True,164615602, ,1762308212, ,286.437161771753840
708, ,yes,1762308213,trunk,0,4,214.08588285777472, ,快速内环,True,164615600, ,1762308207, ,213.581633439556920
709, , ,1762308215,secondary,0, ,640.3461526290864, ,凤翔路,True,"[323570335, 323570333, 164615583]", ,2877216663,yes,638.970350733976830
710, , ,3303549564,secondary,0, ,47.26430826495349, ,凤翔路,True,164615583, ,1762308215, ,47.150728601622845
711, , ,1762308275,secondary,0, ,62.58926328282816, ,凤翔北路,True,164615581, ,1762308285, ,62.456055217523996
712, ,yes,3762467026,secondary,0, ,197.73667259750354, ,"['凤翔路', '凤翔北路']",True,"[164615577, 323570330, 164615581]", ,1762308275, ,197.280561755593280
713, , ,1762308285,secondary,0, ,39.81813301233874, ,凤翔北路,True,164615581, ,1762308292, ,39.737748417330792
714, , ,1762308286,primary,0,2,24.510445959217666, ,江海西路,True,163384636, ,1762308285, ,24.558563392134928
715, , ,1762308297,secondary,0, ,36.87256955245994, ,凤翔北路,True,164615580, ,1762308286, ,36.795197423844328
716, , ,1762308292,primary,0,2,24.91688885577847, ,江海西路,True,163390224, ,1762308297, ,24.973028251104907
717, ,yes,1762323816,trunk,0,3,261.7590200875632, ,快速内环,True,164985369, ,1765779245, ,262.044933405325310
718, ,yes,1762323818,trunk,0,3,625.9185443637994, ,机场快速路,True,"[164751698, 164751685, 164751709, 164751694]", ,1763558032, ,625.303163318523270
719, ,yes,5168543893,trunk,0,3,723.4384952572344, ,机场快速路,True,164751709, ,1762323818, ,722.693688528877830
720, , ,1762323882,primary,0,1,125.0577235865623, ,江海南路,True,164617380, ,5168545326, ,125.107619854071150
721, , ,2666938472,primary,0,2,217.22754422094235, ,江海南路,True,164617379, ,1762323882, ,217.052673984341940
722, , ,1762323971,trunk,0,3,141.48255821959305, ,快速内环,True,164617372, ,1982083222, ,141.652247236132270
723, ,yes,1763558025,trunk,0,3,1001.445237950348, ,机场快速路,True,"[164751680, 164751681, 164751706, 164751687]", ,1763557821, ,1000.463104763191400
724, , ,1763558039,trunk,0,3,281.089593774681, ,快速内环,True,164617366, ,1763558025, ,280.803453059826780
725, , ,1763558032,trunk,0,3,224.02448806301814, ,快速内环,True,164751677, ,1763558050, ,223.794217720289140
726, ,yes,1763558048,primary,0,2,811.233797714765, ,江海南路,True,"[164617376, 164751755, 164751757, 164751762, 262506969]", ,2681760183, ,810.434071842923690
727, , ,5168543912,trunk_link,0,1,197.99815311189445, ,金城东路入口,True,164751661, ,1763558050, ,197.845833550171730
728, ,yes,1765778656,trunk,0,2,1130.1505045433396, ,快速内环,True,"[164985358, 164985359]", ,1765778719, ,1131.266706508853100
729, ,yes,1765786598,trunk,0,3,660.5394643352986, ,快速内环,True,"[164985752, 164986094]", ,1765778656, ,661.856801175268520
730, ,yes,1765778668,trunk,0,3,657.0851548613873, ,快速内环,True,"[164986120, 164985750, 164985751]", ,1765786554, ,658.435745529535780
731, ,yes,1765778718,trunk,0,2,982.0296447495612, ,快速内环,True,"[164985360, 164985375]", ,1765778668, ,982.843580893065340
732, ,yes,1765778818,trunk,0,2,964.8360400237893, ,快速内环,True,"[164985360, 164985374]", ,1765778718, ,965.170268940578690
733, , ,1765778758,primary,0,2,53.8905936429387, ,金城路,True,164985385, ,1765778798, ,53.895451551935345
734, , ,2313833819,primary,0,3,417.00078011927707, ,金城路,True,"[64233529, 164985380]", ,1765778758, ,417.079459130867520
735, , ,1765778792,primary,0,3,419.38486417823714, ,金城路,True,164985382, ,2313833817, ,419.445365478334000
736, , ,1765778809,primary,0,2,53.015066018600606, ,金城路,True,164985387, ,1765778792, ,53.036402731585497
737, , ,1765778818,primary,0,2,12.531836632843893, ,金城路,True,164985387, ,1765778809, ,12.554090505345449
738, ,yes,1765778880,trunk,0,4,539.8017399435471, ,金城大桥,True,164985377, ,1765778818, ,539.961893336279330
739, , ,1765778927,primary,0,2,141.50810045663283, ,金城路,True,164985386, ,1765778880, ,141.528544902255330
740, ,yes,1765779054,trunk,0,2,1360.668594868389, ,快速内环,True,"[164985363, 164985365, 164985367]", ,1765778880, ,1361.049545815950100
741, , ,1765778969,primary,0,2,80.55883026779054, ,金城路,True,164985386, ,1765778927, ,80.567710052904346
742, , ,1765778957,primary,0,3,156.0452631459849, ,金城路,True,164985384, ,2330164847, ,156.086867982774630
743, , ,2515882930,primary,0,3,164.78926100288467, ,金城路,True,164985379, ,1765778969, ,164.836299213969200
744, , ,2330164847,primary,0,3,196.65003406207396, ,金城路,True,164985384, ,1765778988, ,196.702346974988130
745, , ,1765779033,primary,0,3,161.11887108850928, ,金城路,True,164985395, ,3240032298, ,161.151860755848330
746, , ,4198794777,primary,0,3,115.3473012385189, ,金城路,True,"[164985384, 164985395]", ,1765779033, ,115.392356601574390
747, , ,1765779041,primary,0,3,106.42702941893077, ,金城路,True,246421003, ,4198794180, ,106.468582760951890
748, , ,3226774444,primary,0,3,149.58137816754834, ,金城路,True,246421003, ,1765779041, ,149.589148052756000
749, ,yes,1765779051,trunk,0,3,989.1280288179191, ,快速内环,True,164985361, ,1765779143, ,989.108331370815220
750, ,yes,1765779147,trunk,0,3,1045.8086412828604, ,快速内环,True,262514657, ,1765779054, ,1045.803961028664400
751, , ,1765779110,primary,0, ,135.0199896432817, ,金城路,True,164985394, ,2534690282, ,134.969840878422220
752, , ,2414103565,primary,0, ,9.888791051461327, ,金城路,True,164985394, ,1765779110, ,9.874144548594881
753, ,yes,1765779143,trunk,0,3,338.70953527166296, ,"['金城公铁立交', '快速内环']",True,"[164985361, 262514659]", ,1765779192, ,338.792098826970630
754, ,yes,1765779222,trunk,0,3,545.1570436427985, ,"['金城公铁立交', '快速内环']",True,"[262514657, 262514691]", ,1765779147, ,545.428897783903720
755, ,yes,1765779192,trunk,0,3,546.9656350289791, ,"['金城公铁立交', '快速内环']",True,"[262514659, 262514692]", ,1765779229, ,547.505622014304780
756, ,yes,1765779233,trunk,0,3,358.0402279383612, ,"['金城公铁立交', '快速内环']",True,"[164985369, 262514691]", ,1765779222, ,358.468564531057610
757, ,yes,1765779229,trunk,0,3,878.7906232710565, ,快速内环,True,262514692, ,1765779246, ,879.856854874761440
758, ,yes,1765779245,trunk,0,3,657.6171975513337, ,快速内环,True,164985369, ,1765779233, ,658.437201719951420
759, , ,1765779240,primary_link,0, ,281.6330985131607, ,金城路,True,246420472, ,2681760157, ,282.020943065638510
760, ,yes,1765779246,trunk,0,3,834.1299546884536, ,快速内环,True,262514692, ,1765779257, ,835.186563239024390
761, , ,1765782309,primary,0,2,162.66216867280917, ,金城西路,True,"[164985760, 164985758]", ,2365209000, ,162.992159582354390
762, ,yes,1765782327,primary,0,2,745.609405311112, ,金城西路,True,"[164985754, 164985757, 164986126]", ,1765786604, ,747.149648714641780
763, , ,2429850747,primary,0,3,44.29768871791984, ,金城西路,True,164985759, ,1765782327, ,44.378937325286067
764, , ,1765782345,primary,0,2,78.99853621514332, ,金城西路,True,164985760, ,2409650446, ,79.063385703207786
765, , ,2365209000,primary,0,2,178.22125243630205, ,金城西路,True,164985760, ,1765782345, ,178.407992932924800
766, ,yes,1765786554,trunk,0,2,291.2008154319709, ,快速内环,True,"[164986107, 164986117, 164986110]", ,1765786635, ,291.865644977243330
767, ,yes,1765786576,primary,0,"['3; 2; 3', '2']",569.0302925143907, ,金城西路,True,"[165051756, 164986125, 165051726, 164986132, 164986134, 165051741]", ,1766386006, ,569.868852019785320
768, , ,3042063577,tertiary,0, ,153.53114807041558, ,金水路,False,234861496, ,1765786576, ,153.159799914471280
769, ,yes,1765786672,primary,0,2,182.69062189964845, ,金城西路,True,"[164986125, 164986135]", ,1765786576, ,183.087771868926380
770, ,yes,1766386043,trunk,0,3,764.097672608448, ,快速内环,True,"[165051680, 164986112, 165051687, 164986091, 164986094, 164986102, 164986105]", ,1765786598, ,765.425478941490610
771, , ,1765786604,primary,0,3,50.887581452820214, ,金城西路,True,164986137, ,2326989889, ,50.991213362098911
772, ,yes,1765786635,trunk,0,3,605.4984292115339, ,快速内环,True,"[164986114, 165051694, 164986099, 164986100, 165051676]", ,1766386061, ,606.426360751228460
773, , ,1765786670,primary,0,3,69.69377122131529, ,金城西路,True,164986137, ,1765786672, ,69.865310438383631
