OBJECTID,access,bridge,from_,highway,key,lanes,length,maxspeed,name,oneway,osmid,ref,to,tunnel,Shape_Length,from_lat,from_lng,to_lng,to_lat
1655, , ,2513688686,primary,0,2,405.7238257624032, ,太湖大道,True,"[244013264, 244013265, 422925795]", ,2513688691,yes,406.1238123266232,31.569397100000003,120.3240715,120.32048259999999,2513688691
1656, ,yes,2513697766,primary,0,3,385.82740345453584, ,"['冷渎港桥', '太湖大道']",True,"[244015632, 422925794, 244015626]", ,2513697754, ,385.9347290608828,31.5688053,120.3249692,120.3280041,2513697754
1658, , ,2514821466,primary,0,2,337.75106011354774, ,运河西路,True,244132060, ,2514821491, ,337.15476431416147,31.5824743,120.276577,120.2752772,2514821491
1659, , ,3022066969,secondary,0, ,164.60346540383938, ,龙光路,False,221046413, ,2514821493, ,164.9825385266009,31.582688300000004,120.2744162,120.27612490000001,2514821493
1662, , ,2697574061,secondary,0, ,498.83175265529803, ,健康路,True,264083431, ,2515936892, ,497.9080738727919,31.565786100000004,120.2905844,120.29218870000001,2515936892
1666, , ,2869985704,secondary,0, ,325.90176828177107, ,惠钱路,False,195010165, ,2521847953, ,325.9316084636237,31.5866015,120.26278719999999,120.26032749999999,2521847953
1667, , ,2521847959,secondary,0, ,26.96283266326551, ,惠钱路,False,195010165, ,2521847953, ,26.96725030896464,31.5888172,120.260121,120.26032749999999,2521847953
1668, , ,2523798208,tertiary,0, ,109.90426926748323, ,霞美路,False,280673358, ,2523798085, ,109.88269160205056,31.5941501,120.28013059999999,120.2793493,2523798085
1669, , ,2523800242,secondary,0,2,381.4049429767836, ,塘南路,True,156153638, ,3030259822, ,380.7447875863808,31.5800952,120.3106793,120.31216119999999,3030259822
1670, ,yes,2697574059,tertiary,0, ,248.05653174186068, ,健康路,False,"[146661804, 227905083, 146661796]", ,2523819275, ,248.64845931343174,31.5656663,120.2888071,120.28620790000001,2523819275
1671, , ,2774328826,secondary,0,3,64.66969482080798, ,学前东路,True,147964625, ,2523854803, ,64.81804127264111,31.5741233,120.3030825,120.3024111,2523854803
1672, , ,2556637595,residential,0, ,72.46883798061577, ,棚下街,False,221165659, ,2524226039, ,72.34304113677123,31.572711100000003,120.2876952,120.2874315,2524226039
1673, , ,2524242433,secondary,0,2,99.78957844863524, ,广瑞路,True,41419909, ,3185634865, ,99.560254698149,31.5903813,120.3100459,120.31022079999998,3185634865
1674, , ,2524254030,secondary,0,2,89.42132781212364, ,广瑞路,True,41419909, ,2524248036, ,89.28281405846823,31.592557199999998,120.31070859999998,120.31030679999999,2524248036
1675, , ,2524248099,primary,0, ,68.70151293365467, ,锡沪路,True,187546014, ,4198817286, ,68.86769278399237,31.5910739,120.31077930000001,120.3100557,4198817286
1676, , ,2524248102,primary,0, ,92.63557985556092, ,锡沪西路,True,107908287, ,2524254007, ,92.81337735998596,31.5913072,120.30931890000001,120.3083952,2524254007
1677, , ,2524262492,secondary,0,2,232.37335451857024, ,广瑞路,True,41419909, ,2524254030, ,232.0058610493829,31.5944559,120.3117335,120.31070859999998,2524254030
1682, , ,2530357644,secondary,0, ,27.277545118841967, ,梁清路,True,245936325, ,2530357629, ,27.327391571987565,31.5611207,120.26537250000001,120.2656406,2530357629
1685, , ,2530357640,primary,0, ,31.16052195677219, ,梁清路,True,245936323, ,2530357644, ,31.233065033015798,31.561072600000003,120.2650485,120.26537250000001,2530357644
1687, , ,2530843183,residential,0, ,75.12443066421194, ,绿塔路,False,220925238, ,2530834299, ,74.98990570460478,31.5789393,120.3058831,120.3056645,2530834299
1688, , ,2530835902,service,0, ,41.08763384526572, ,染坊弄,False,245990098, ,2530835898, ,41.18407546515866,31.5779852,120.3072488,120.3068195,2530835898
1689, , ,2530843201,service,0, ,82.71780101947381, ,绿塔路一弄,False,245990746, ,2530843187, ,82.58767223875668,31.577667600000005,120.306023,120.3061659,2530843187
1690, , ,2530843211,service,0, ,23.008087212457266, ,绿塔路二弄,False,245990744, ,2530843201, ,23.062943385414556,31.5776448,120.30578159999999,120.306023,2530843201
1691, , ,4138215466,secondary,0,4,1605.0498180588074, ,兴昌路,False,71889976, ,2534682543, ,1603.4593240616598,31.5467202,120.3393784,120.33014229999999,2534682543
1692, , ,2534684615,primary_link,0, ,94.56426846281069, ,金城路,True,262513819, ,3106717484, ,94.67741030798827,31.5604015,120.3383925,120.3392555,3106717484
1693, , ,2681815712,primary_link,0, ,455.6910209693603, ,金城路,True,262513819, ,2534684615, ,456.30887470689913,31.5587288,120.3341521,120.3383925,2534684615
1694, , ,2857806189,unclassified,0, ,965.5195306782512, ,南长街,False,222893564, ,2534690281, ,965.2523141061313,31.555911,120.31468970000002,120.32146829999999,2534690281
1695, , ,4149996589,unclassified,0, ,49.986006785448005, ,南长街,False,222893564, ,2534690281, ,49.97396195170274,31.5491028,120.32182240000002,120.32146829999999,2534690281
1696, , ,2534690281,primary,0,3,201.62931714892704, ,金城路,True,246421003, ,3226774444, ,201.61547499940457,31.549436,120.32146829999999,120.31998300000001,3226774444
1697, ,yes,5181285560,primary,0,3,148.85197098614282, ,"['金城路', '古运河桥']",True,"[534202080, 246421002, 246421003]", ,2534690281, ,148.84466033892974,31.5503909,120.32256799999999,120.32146829999999,2534690281
1698, , ,2534690282,primary,0, ,196.0158090294017, ,金城路,True,164985394, ,5181285587, ,195.9916910013239,31.5513834,120.32404129999999,120.3254633,5181285587
1699, , ,2534690283,secondary,0,2,696.5366033281509, ,"['城南路', '塘南路']",True,"[419888336, 233066465]", ,4198794459, ,695.3279513122189,31.550601500000003,120.3227983,120.3203165,4198794459
1700, , ,2534690283,primary,0,3,22.638866145705663, ,金城路,True,534202080, ,2534690289, ,22.633534439697705,31.550601500000003,120.3227983,120.3226374,2534690289
1701, , ,5181285581,primary,0,3,152.51707350800885, ,金城路,True,164985388, ,2534690283, ,152.47707897068932,31.551621500000003,120.3238744,120.3227983,2534690283
1702, , ,2534690289,primary,0,3,9.375084215199754, ,金城路,True,534202080, ,5181285560, ,9.375429117205002,31.550451000000002,120.3226374,120.32256799999999,5181285560
1703, , ,2556637596,residential,0, ,95.0424574173818, ,振新路,False,299285376, ,2556637588, ,95.11406449709216,31.571162199999996,120.28868090000002,120.2878892,2556637588
1707, , ,2567493461,residential,0, ,185.25428133700444, ,新街巷,True,250261793, ,2567497660, ,185.4402719379595,31.574034499999996,120.29376299999998,120.2953925,2567497660
1708, , ,2857794582,residential,0, ,73.11470653021189, ,睦亲坊巷,False,250261794, ,2567493461, ,72.98228242728506,31.5734197,120.2940367,120.29376299999998,2567493461
1709, , ,2567497671,residential,0, ,176.83453403086975, ,新街巷,True,250261793, ,2567493461, ,177.24799523580785,31.5737905,120.2919186,120.29376299999998,2567493461
1710, , ,2857796473,service,0, ,201.5481461001253, ,健康里,False,281803357, ,2567493486, ,201.9080521199853,31.5726572,120.2921027,120.29407859999999,2567493486
1711, , ,2567493490,residential,0, ,153.0645462189504, ,睦亲坊巷,False,250261794, ,2567493486, ,152.72448884726813,31.571976899999996,120.29434170000002,120.29407859999999,2567493486
1712, , ,2857794582,residential,0, ,11.41990778130466, ,睦亲坊巷,False,250261794, ,2567493486, ,11.399167524425485,31.5734197,120.2940367,120.29407859999999,2567493486
1713, , ,2567497660,residential,0, ,45.58680431502762, ,新街巷,True,250261793, ,2857793019, ,45.58247942898456,31.5748244,120.2953925,120.2957252,2857793019
1722, ,yes,2664844357,secondary,0,2,412.32011676419296, ,学前东路,True,"[222610826, 43316203, 147859414]", ,3025121214, ,413.07431483516825,31.581651899999997,120.34542520000001,120.3413472,3025121214
1723, , ,5168543912,primary,0,2,248.87826790026006, ,江海南路,True,164617379, ,2666938472, ,248.62502700332803,31.5694342,120.3431614,120.3417363,2666938472
1725, , ,4198794334,secondary,0, ,216.95118478260827, ,长江北路,False,222611965, ,2668364683, ,216.49130144672245,31.5777298,120.32466940000002,120.3251611,2668364683
1726, , ,2681760165,primary_link,0, ,120.91517188769531, ,金城路,False,534201997, ,2681760157, ,121.07659641526716,31.5588705,120.33417209999999,120.335296,2681760157
1727, , ,2681760191,primary_link,0, ,34.63015745379705, ,金城路,False,534201997, ,2681760165, ,34.702094120723565,31.5587988,120.33381990000001,120.33417209999999,2681760165
1728, , ,2681760183,primary,0,2,27.597323237163483, ,"['江海南路', '机场路']",True,"[262506969, 147859402]", ,2681871235, ,27.57208127417045,31.564751,120.34628729999999,120.346452,2681871235
1729, , ,2681760191,primary_link,0, ,32.424029047483266, ,金城路,True,262513819, ,2681815712, ,32.49367223648342,31.5587988,120.33381990000001,120.3341521,2681815712
1731, , ,3106717447,primary_link,0, ,397.5465858109116, ,金城路,True,262513819, ,2681871234, ,397.97284818987845,31.560878499999998,120.3393622,120.34292830000001,2681871234
1732, , ,2681871235,primary,0,2,539.6257765628836, ,机场路,True,147859402, ,3095941841, ,539.0893501375442,31.5645463,120.346452,120.3495675,3095941841
1735, ,yes,2681990304,primary,0,2,1453.4624622460046, ,江海南路,True,"[164751760, 164751758, 262535766, 532663831]", ,5168543912, ,1452.0028600335522,31.5584892,120.3514858,120.3431614,5168543912
1736, , ,2697548299,residential,0, ,94.4774506280203, ,孙蒋路,False,47985644, ,2697548261, ,94.25136253261364,31.5620674,120.272062,120.27199440000001,2697548261
1737, , ,2697548377,primary,0, ,199.24957997167184, ,梁清路,False,245936324, ,2697548267, ,199.37358381952328,31.564145399999997,120.27596670000001,120.2743108,2697548267
1738, , ,2697548310,residential,0, ,175.31517194159713, ,河埒水泵路,False,264079977, ,2697548299, ,175.45133568956896,31.5613457,120.27076979999998,120.272062,2697548299
1739, , ,2697548310,residential,0, ,423.99488631291064, ,河埒水泵路,False,264079977, ,2697548301, ,423.07808706984565,31.5613457,120.27076979999998,120.2701985,2697548301
1740, ,yes,2697574035,secondary,0,2,693.3660498969234, ,"['红星桥', '红星路']",True,"[264083441, 264083436, 264083437]", ,2697574063, ,693.0558683184663,31.5554809,120.2858268,120.29035420000001,2697574063
1741, ,yes,2697574066,secondary,0,2,400.4756620656796, ,红星路,True,"[264083441, 264083435, 222089133]", ,2697574035, ,399.61849284892884,31.551988199999997,120.28495339999999,120.2858268,2697574035
1742, ,yes,3025121194,secondary,0, ,501.3307550097944, ,红星路,True,"[264083440, 264083434, 264083436]", ,2697574061, ,500.11657362134287,31.561279700000004,120.2904364,120.2905844,2697574061
1743, , ,2697574063,secondary,0, ,115.14364091908422, ,红星路,True,264083436, ,3025121194, ,114.86845389105946,31.5602482,120.29035420000001,120.2904364,3025121194
1749, , ,2708471016,secondary,0,3,53.27324419928011, ,学前东路,True,147964625, ,2774328826, ,53.39841146724029,31.574192200000002,120.30363899999999,120.3030825,2774328826
1750, , ,2774328826,service,0, ,110.48044616123249, ,进士坊,False,272508737, ,2774328825, ,110.2257646060788,31.5741233,120.3030825,120.302894,2774328825
1751, , ,3022538803,tertiary,0, ,90.15630604512937, ,羊腰湾路,False,221497404, ,2774332541, ,89.94549936286404,31.5708172,120.3077482,120.307621,2774332541
1754, , ,3073907953,primary,0,3; 2; 3,120.1480797414053, ,金城西路,True,165051726, ,2810535748, ,120.44324725922277,31.5241696,120.26272409999999,120.2614585,2810535748
1755, , ,2869985701,residential,0, ,198.31564586299183, ,惠盛路,False,283085296, ,2810538925, ,197.83860289379746,31.589647999999997,120.26610600000001,120.26612959999999,2810538925
